customer_id,signup_date,age,age group,gender,country,segment,is_churned,lifetime_value,email_opt_in,has_app
C01345,10/14/2022,29,Young Adult,Male,JP,Regular,0,1213.75,0,0
C01346,2/13/2021,32,Adult,Female,UK,Regular,0,905.66,1,1
C01347,3/30/2021,18,Teenager,Female,JP,Regular,0,1124.22,1,1
C01348,6/21/2023,18,Teenager,Female,US,Regular,0,1123.31,1,0
C01349,10/14/2021,49,Middle Age,Non-binary,CA,Budget Shopper,1,696.85,1,1
C01350,4/14/2020,40,Adult,Male,UK,Premium,0,3467.4,1,1
C01351,9/17/2022,18,Teenager,Female,UK,Premium,0,2309.43,1,1
C01352,3/3/2023,28,Young Adult,Male,BR,Budget Shopper,1,606.87,1,1
C01353,5/22/2021,45,Middle Age,Female,DE,Regular,0,1144.65,1,1
C01354,9/29/2021,31,Adult,Male,JP,VIP,0,5963.45,0,0
C01355,1/5/2021,49,Middle Age,Male,US,Budget Shopper,0,548.11,0,1
C01356,2/11/2023,47,Middle Age,Female,MX,Regular,0,1302.38,1,1
C01357,5/22/2022,18,Teenager,Male,FR,Regular,0,1334.59,0,0
C01358,1/25/2023,33,Adult,Female,US,Premium,1,2654.75,1,1
C01359,5/28/2021,29,Young Adult,Prefer not to say,UK,Budget Shopper,0,517.1,1,0
C01360,12/16/2022,18,Teenager,Female,US,Premium,0,3025.69,0,1
C01361,1/9/2021,18,Teenager,Female,US,Regular,0,1062.97,0,1
C01362,9/3/2023,25,Young Adult,Prefer not to say,BR,Regular,0,941.57,1,0
C01363,9/26/2023,27,Young Adult,Female,JP,Budget Shopper,1,305.72,1,1
C01364,6/5/2022,38,Adult,Male,US,Regular,0,1216.96,1,0
C01365,12/24/2021,47,Middle Age,Female,US,Regular,0,1290.38,1,1
C01366,7/1/2021,41,Adult,Female,US,Budget Shopper,1,284.51,1,0
C01367,3/10/2022,44,Adult,Female,IN,Budget Shopper,1,423.28,1,1
C01368,5/5/2023,31,Adult,Female,CA,Budget Shopper,0,593.88,0,0
C01369,7/14/2023,42,Adult,Male,CA,Regular,0,1060.49,1,0
C01370,8/20/2021,33,Adult,Female,CA,Budget Shopper,0,506.91,1,1
C01371,1/15/2020,29,Young Adult,Male,JP,VIP,0,6140.8,0,1
C01372,12/18/2022,57,Middle Age,Female,US,Regular,0,1070.27,1,1
C01373,1/11/2022,18,Teenager,Female,US,Premium,0,2630.58,1,1
C01374,12/19/2024,18,Teenager,Prefer not to say,CA,Occasional Visitor,1,583.82,1,1
C01375,8/30/2023,39,Adult,Male,JP,Budget Shopper,0,543.94,1,1
C01376,12/3/2021,31,Adult,Male,FR,Premium,0,1596.7,1,0
C01377,1/25/2022,18,Teenager,Male,BR,VIP,0,3379.05,0,0
C01378,4/4/2023,22,Young Adult,Male,BR,Regular,0,961.56,1,1
C01379,7/31/2022,23,Young Adult,Male,US,Regular,1,1250.93,0,1
C01380,5/15/2023,45,Middle Age,Female,DE,Regular,1,1114.43,1,0
C01381,9/7/2021,49,Middle Age,Male,IN,Budget Shopper,1,401.34,1,0
C01382,11/26/2023,54,Middle Age,Prefer not to say,US,Regular,0,1341.31,1,0
C01383,10/11/2024,18,Teenager,Male,DE,Occasional Visitor,0,863.75,0,1
C01384,2/7/2024,18,Teenager,Male,US,Occasional Visitor,1,1009.01,1,0
C01385,8/6/2022,18,Teenager,Female,IN,Budget Shopper,1,388.66,0,0
C01386,9/26/2021,50,Middle Age,Male,US,Premium,0,3260.57,1,0
C01387,11/9/2023,40,Adult,Female,US,Regular,0,1535.03,1,1
C01388,3/11/2021,35,Adult,Female,DE,VIP,0,6139.54,1,1
C01389,2/24/2023,37,Adult,Female,CA,Budget Shopper,0,560.98,0,0
C01390,6/3/2022,34,Adult,Female,US,VIP,0,5620.54,1,1
C01391,1/12/2021,21,Young Adult,Female,US,Premium,0,2598.4,1,1
C01392,5/30/2021,41,Adult,Prefer not to say,BR,Budget Shopper,0,328.36,1,1
C01393,10/10/2022,32,Adult,Male,MX,Budget Shopper,1,425.17,1,0
C01394,3/25/2022,20,Young Adult,Female,DE,Premium,0,2337.58,0,1
C01395,9/6/2023,41,Adult,Female,US,Budget Shopper,0,371.2,1,1
C01396,1/4/2021,29,Young Adult,Male,FR,Regular,0,1494.59,1,1
C01397,1/23/2020,37,Adult,Female,DE,VIP,0,5625.44,1,1
C01398,5/9/2022,33,Adult,Female,UK,Regular,0,1590.15,1,0
C01399,12/21/2022,45,Middle Age,Male,US,Regular,0,1317.29,1,0
C01400,1/5/2021,37,Adult,Male,US,Regular,1,715.9,1,0
C01401,8/10/2021,24,Young Adult,Female,US,Budget Shopper,1,663.37,1,0
C01402,1/29/2024,38,Adult,Male,DE,Occasional Visitor,0,709.87,1,1
C01403,12/23/2021,39,Adult,Male,US,Regular,0,1475.25,1,1
C01404,6/26/2023,41,Adult,Female,UK,Budget Shopper,1,688.51,1,0
C01405,2/14/2021,47,Middle Age,Female,CA,Budget Shopper,1,668.96,1,1
C01406,10/27/2024,27,Young Adult,Female,CA,Occasional Visitor,1,1014.68,1,0
C01407,8/5/2021,43,Adult,Male,CA,Budget Shopper,0,554.17,1,0
C01408,7/16/2021,18,Teenager,Male,UK,VIP,0,4987.1,1,1
C01409,6/12/2023,33,Adult,Female,US,Premium,0,3531.06,0,1
C01410,4/25/2022,31,Adult,Male,US,Premium,1,2563.43,1,0
C01411,12/30/2024,52,Middle Age,Non-binary,CA,Occasional Visitor,0,722.94,1,1
C01412,1/26/2020,33,Adult,Female,UK,Premium,0,2665.15,0,0
C01413,7/7/2022,42,Adult,Male,UK,VIP,0,6436.04,0,1
C01414,4/7/2021,18,Teenager,Female,UK,Budget Shopper,0,639,0,0
C01415,2/19/2022,30,Adult,Non-binary,US,Premium,0,1748.34,1,0
C01416,2/20/2022,24,Young Adult,Female,US,Regular,0,1397.08,1,1
C01417,9/19/2023,64,Senior Citizen,Female,DE,Regular,0,1289.57,0,0
C01418,6/7/2020,26,Young Adult,Male,UK,VIP,0,4568.16,0,0
C01419,11/1/2024,35,Adult,Female,CA,Occasional Visitor,0,635.11,1,0
C01420,9/5/2021,36,Adult,Female,US,Premium,0,3258.05,1,1
C01421,10/25/2022,18,Teenager,Female,AU,Regular,0,1520.43,0,0
C01422,12/30/2022,28,Young Adult,Male,US,Regular,0,1531.69,1,0
C01423,2/15/2021,39,Adult,Non-binary,CA,Regular,0,740.32,1,0
C01424,2/1/2022,36,Adult,Female,UK,Regular,0,1042.36,1,0
C01425,6/25/2023,18,Teenager,Male,UK,Regular,0,1115.66,1,0
C01426,5/11/2024,28,Young Adult,Male,AU,Budget Shopper,0,687.81,1,0
C01427,6/10/2024,47,Middle Age,Male,US,Budget Shopper,0,600.95,1,1
C01428,11/25/2020,42,Adult,Female,US,Premium,0,2265.69,0,0
C01429,9/2/2022,49,Middle Age,Male,US,Regular,0,1144.55,1,0
C01430,8/14/2021,23,Young Adult,Female,MX,VIP,0,5892.24,1,0
C01431,5/22/2022,50,Middle Age,Male,BR,Regular,0,1305.61,0,0
C01432,4/6/2022,34,Adult,Male,FR,Budget Shopper,0,710.06,1,0
C01433,1/13/2024,54,Middle Age,Male,UK,Budget Shopper,1,682.07,1,1
C01434,5/14/2022,35,Adult,Male,US,Budget Shopper,0,655.88,1,0
C01435,6/17/2023,18,Teenager,Male,IN,Occasional Visitor,1,647.16,1,1
C01436,7/10/2023,45,Middle Age,Male,US,Budget Shopper,1,412.14,1,0
C01437,4/29/2023,29,Young Adult,Female,US,Regular,0,827.54,0,0
C01438,4/27/2021,30,Adult,Female,IN,VIP,0,5528.95,1,0
C01439,5/30/2024,18,Teenager,Female,US,Occasional Visitor,1,706.09,0,0
C01440,4/15/2024,54,Middle Age,Male,IN,Budget Shopper,0,574.46,0,1
C01441,3/25/2024,28,Young Adult,Male,AU,Budget Shopper,1,592.51,0,1
C01442,10/5/2023,53,Middle Age,Male,IN,Budget Shopper,0,530.81,1,0
C01443,1/15/2023,29,Young Adult,Female,DE,Budget Shopper,0,613.38,1,0
C01444,2/5/2021,23,Young Adult,Female,US,Budget Shopper,0,423.04,1,0
C01445,10/16/2022,50,Middle Age,Female,DE,Regular,0,701.77,0,0
C01446,11/10/2022,34,Adult,Female,IN,VIP,0,4155.13,1,1
C01447,9/14/2023,34,Adult,Male,FR,Regular,0,1338.67,0,1
C01448,6/12/2024,19,Teenager,Male,IN,Regular,0,1614.45,0,1
C01449,10/22/2022,29,Young Adult,Prefer not to say,MX,Budget Shopper,0,688.83,0,0
C01450,5/19/2020,40,Adult,Male,DE,Premium,0,2299.78,0,0
C01451,9/26/2022,19,Teenager,Male,BR,Regular,0,1373.45,1,1
C01452,2/10/2021,28,Young Adult,Male,US,VIP,0,3309.56,1,1
C01453,12/2/2022,29,Young Adult,Prefer not to say,MX,VIP,0,6980.48,1,0
C01454,9/19/2023,35,Adult,Non-binary,BR,Regular,0,1254.94,1,0
C01455,6/27/2022,52,Middle Age,Male,US,Budget Shopper,0,603.77,1,1
C01456,5/11/2022,31,Adult,Male,CA,Budget Shopper,1,266.04,0,1
C01457,7/23/2021,26,Young Adult,Female,UK,Regular,0,1238.83,0,1
C01458,2/25/2020,67,Senior Citizen,Male,AU,VIP,0,7360.09,0,1
C01459,2/4/2022,29,Young Adult,Male,US,Regular,0,1193.74,1,0
C01460,11/3/2020,32,Adult,Female,CA,Premium,0,2373.18,0,1
C01461,12/5/2021,30,Adult,Male,UK,Regular,0,1042.76,1,0
C01462,6/28/2024,31,Adult,Male,US,Budget Shopper,0,415.92,0,1
C01463,5/20/2023,35,Adult,Female,MX,Regular,0,1138.05,1,0
C01464,12/4/2021,46,Middle Age,Female,CA,Premium,0,1699.46,1,1
C01465,8/16/2020,39,Adult,Female,UK,Premium,0,2699.82,1,0
C01466,12/10/2023,47,Middle Age,Male,IN,Regular,0,1418.89,1,1
C01467,4/3/2023,47,Middle Age,Male,US,Budget Shopper,0,452.52,1,1
C01468,10/18/2021,37,Adult,Female,US,Premium,0,2660.15,1,0
C01469,8/18/2022,39,Adult,Male,US,Budget Shopper,0,498.26,1,1
C01470,12/6/2021,48,Middle Age,Male,JP,VIP,0,5556.14,0,1
C01471,12/8/2023,21,Young Adult,Male,BR,Budget Shopper,1,620.04,0,1
C01472,7/8/2023,64,Senior Citizen,Male,CA,Budget Shopper,0,558.08,0,0
C01473,9/11/2022,28,Young Adult,Female,US,Regular,1,1350.36,0,0
C01474,5/2/2023,30,Adult,Male,UK,Regular,1,1257.24,1,0
C01475,4/1/2024,20,Young Adult,Female,CA,Regular,0,1351.14,1,0
C01476,2/21/2022,20,Young Adult,Male,CA,Regular,0,1200.73,1,1
C01477,11/3/2024,46,Middle Age,Female,US,Occasional Visitor,0,876.26,1,0
C01478,2/14/2023,62,Senior Citizen,Female,US,Regular,0,1303.97,1,0
C01479,8/25/2021,28,Young Adult,Male,BR,Regular,0,1093.85,1,0
C01480,5/18/2024,39,Adult,Female,DE,Regular,0,1237.47,1,1
C01481,5/26/2023,37,Adult,Non-binary,US,Budget Shopper,0,394.83,0,0
C01482,5/8/2022,47,Middle Age,Male,MX,Regular,0,615.28,1,1
C01483,10/1/2021,61,Senior Citizen,Female,UK,Budget Shopper,0,517.74,1,1
C01484,3/14/2024,53,Middle Age,Female,FR,Regular,1,893.92,0,1
C01485,11/17/2023,32,Adult,Female,US,Budget Shopper,0,747.44,1,0
C01486,6/26/2023,41,Adult,Male,JP,Occasional Visitor,0,649.54,1,1
C01487,3/23/2023,42,Adult,Male,US,Regular,0,1323.14,1,1
C01488,5/26/2020,34,Adult,Male,JP,VIP,0,4169.07,0,0
C01489,1/11/2022,21,Young Adult,Male,FR,Regular,0,1105.87,1,1
C01490,12/26/2022,25,Young Adult,Male,US,Budget Shopper,0,365.95,0,1
C01491,11/13/2020,48,Middle Age,Female,US,Premium,1,1700.77,0,1
C01492,10/16/2022,50,Middle Age,Male,IN,Regular,0,1190.7,1,1
C01493,7/2/2021,32,Adult,Male,US,Premium,0,2188.1,0,0
C01494,1/12/2023,38,Adult,Male,US,Regular,0,1316.22,1,0
C01495,10/19/2023,49,Middle Age,Male,DE,Regular,0,1455.16,0,1
C01496,7/17/2020,18,Teenager,Female,US,VIP,0,3061.67,1,1
C01497,10/13/2023,29,Young Adult,Female,CA,Regular,1,1400.5,1,0
C01498,10/11/2021,59,Middle Age,Male,CA,Regular,0,835.64,0,1
C01499,2/12/2020,38,Adult,Male,US,Premium,0,2200.16,0,1
C01500,7/23/2021,21,Young Adult,Male,US,Premium,0,1558.88,1,0
C01501,11/23/2023,36,Adult,Prefer not to say,US,Occasional Visitor,0,525.6,0,1
C01502,8/24/2021,47,Middle Age,Male,JP,Regular,0,565.07,1,0
C01503,6/24/2022,18,Teenager,Male,US,Regular,1,988.77,1,0
C01504,1/13/2023,37,Adult,Male,DE,Premium,1,2436.74,0,0
C01505,1/18/2023,30,Adult,Male,DE,Regular,0,997.84,1,0
C01506,7/17/2022,18,Teenager,Male,AU,Premium,0,1325.62,1,1
C01507,7/10/2021,35,Adult,Non-binary,US,Regular,0,561.84,0,0
C01508,4/7/2021,33,Adult,Male,US,Budget Shopper,0,501.26,1,1
C01509,3/3/2021,34,Adult,Male,CA,Premium,0,2873.42,1,1
C01510,9/16/2023,30,Adult,Male,DE,Budget Shopper,0,530.97,0,1
C01511,2/5/2024,22,Young Adult,Male,FR,Budget Shopper,0,733.49,1,1
C01512,5/10/2021,18,Teenager,Prefer not to say,US,Regular,1,1089.52,1,1
C01513,8/31/2021,26,Young Adult,Female,FR,Premium,0,2589.26,1,1
C01514,5/20/2021,45,Middle Age,Non-binary,US,VIP,0,4973.74,1,1
C01515,8/8/2023,37,Adult,Female,CA,Budget Shopper,0,402.31,0,0
C01516,9/20/2021,34,Adult,Female,CA,Budget Shopper,0,479.47,0,0
C01517,3/7/2024,22,Young Adult,Female,US,Occasional Visitor,0,967.7,0,0
C01518,12/21/2023,30,Adult,Female,JP,Budget Shopper,0,609.7,1,1
C01519,8/17/2022,43,Adult,Female,DE,Budget Shopper,0,544.7,0,1
C01520,9/24/2023,41,Adult,Female,US,Budget Shopper,0,697.78,1,0
C01521,3/5/2023,29,Young Adult,Female,US,Regular,0,1225.81,0,0
C01522,2/1/2022,18,Teenager,Male,AU,VIP,0,5408.44,1,1
C01523,11/26/2020,26,Young Adult,Female,IN,Premium,0,3301.32,1,1
C01524,6/20/2023,29,Young Adult,Male,US,Premium,0,1970.98,0,0
C01525,11/15/2021,24,Young Adult,Female,US,Budget Shopper,0,678.5,0,1
C01526,4/2/2024,30,Adult,Female,DE,Regular,0,832.16,0,0
C01527,6/16/2024,44,Adult,Female,UK,Regular,1,1026.84,1,1
C01528,10/15/2022,34,Adult,Female,US,Budget Shopper,0,270.45,1,1
C01529,1/14/2024,46,Middle Age,Female,UK,Budget Shopper,0,531.41,0,0
C01530,7/2/2023,18,Teenager,Female,UK,Regular,1,1464.54,0,0
C01531,7/31/2023,31,Adult,Male,US,Budget Shopper,0,382.77,1,1
C01532,3/29/2021,18,Teenager,Male,US,Regular,0,1022.23,1,1
C01533,6/23/2020,29,Young Adult,Male,US,Premium,0,2267.01,1,0
C01534,3/30/2021,22,Young Adult,Male,US,Budget Shopper,0,473.11,0,1
C01535,2/8/2021,50,Middle Age,Male,MX,Regular,0,811.84,0,0
C01536,12/2/2022,39,Adult,Female,US,Premium,0,2422.5,1,1
C01537,8/11/2020,47,Middle Age,Female,US,Premium,0,3342.01,0,1
C01538,1/9/2020,29,Young Adult,Male,BR,Premium,0,2099.47,1,0
C01539,12/22/2021,22,Young Adult,Female,MX,Regular,1,1163.31,1,0
C01540,11/7/2022,22,Young Adult,Male,IN,Premium,0,2533.33,1,0
C01541,5/10/2024,38,Adult,Female,US,Budget Shopper,1,450.54,0,0
C01542,10/30/2022,56,Middle Age,Female,DE,Regular,0,1176.52,1,1
C01543,3/28/2024,39,Adult,Female,DE,Budget Shopper,0,452.4,1,1
C01544,5/21/2024,30,Adult,Male,AU,Regular,0,1214.85,1,1
C01545,7/4/2021,32,Adult,Male,US,Regular,1,1080.61,1,1
C01546,7/7/2021,34,Adult,Male,US,Budget Shopper,0,324.28,1,1
C01547,4/17/2021,59,Middle Age,Female,US,Premium,0,1320.57,0,1
C01548,12/15/2022,49,Middle Age,Non-binary,DE,Regular,0,512.06,1,0
C01549,9/30/2023,38,Adult,Female,US,Budget Shopper,0,448.73,0,1
C01550,8/22/2021,36,Adult,Female,UK,Budget Shopper,0,603.84,1,0
C01551,9/4/2021,38,Adult,Male,DE,Regular,0,899.23,1,1
C01552,1/27/2022,40,Adult,Female,IN,Regular,0,1032.1,1,0
C01553,12/13/2021,30,Adult,Female,BR,Regular,0,920.2,1,0
C01554,4/14/2024,24,Young Adult,Male,DE,Budget Shopper,0,395.63,1,0
C01555,5/20/2021,47,Middle Age,Female,US,Premium,0,3721.56,0,0
C01556,1/12/2023,35,Adult,Male,BR,VIP,0,4002.42,1,1
C01557,3/13/2021,46,Middle Age,Male,US,Regular,0,728.14,1,0
C01558,5/10/2021,54,Middle Age,Male,US,Regular,0,853.89,1,1
C01559,10/22/2022,41,Adult,Female,UK,VIP,0,5093.45,0,0
C01560,10/23/2023,39,Adult,Female,DE,Occasional Visitor,0,685.31,1,1
C01561,4/16/2021,73,Senior Citizen,Male,US,Regular,0,1178.63,1,1
C01562,1/28/2022,37,Adult,Non-binary,US,VIP,0,4087.13,0,1
C01563,7/6/2020,21,Young Adult,Female,US,VIP,0,4265.03,0,1
C01564,3/19/2020,31,Adult,Female,CA,Premium,0,1975.59,0,0
C01565,6/3/2022,53,Middle Age,Prefer not to say,FR,Regular,0,1074.86,1,1
C01566,12/3/2022,19,Teenager,Female,UK,Budget Shopper,1,589.19,1,0
C01567,11/4/2022,25,Young Adult,Male,UK,Budget Shopper,1,602.4,1,0
C01568,1/16/2023,48,Middle Age,Prefer not to say,IN,Regular,0,1487.07,1,0
C01569,1/31/2021,31,Adult,Male,UK,Regular,0,739.06,0,1
C01570,1/7/2022,33,Adult,Male,UK,Regular,0,814.04,1,1
C01571,3/15/2022,47,Middle Age,Male,CA,Regular,0,847.38,0,1
C01572,1/10/2022,26,Young Adult,Female,FR,Regular,0,1099.08,1,0
C01573,12/14/2021,18,Teenager,Prefer not to say,AU,Premium,0,1753.72,0,1
C01574,10/20/2021,18,Teenager,Male,US,Budget Shopper,0,413.87,1,1
C01575,3/18/2023,41,Adult,Female,IN,Budget Shopper,1,585.56,1,0
C01576,4/8/2023,38,Adult,Male,UK,Premium,0,3042.05,1,0
C01577,4/23/2022,26,Young Adult,Female,BR,Premium,0,2815.81,1,1
C01578,1/12/2024,21,Young Adult,Male,CA,Occasional Visitor,0,864.1,1,0
C01579,7/8/2021,31,Adult,Female,UK,VIP,0,4171.74,0,0
C01580,1/16/2022,48,Middle Age,Female,US,VIP,0,5026.58,0,1
C01581,7/13/2023,24,Young Adult,Male,UK,Regular,0,1413.69,1,1
C01582,1/20/2022,27,Young Adult,Non-binary,UK,Regular,0,1281.93,0,0
C01583,2/19/2021,20,Young Adult,Prefer not to say,BR,Budget Shopper,0,610.58,1,0
C01584,6/16/2023,30,Adult,Female,BR,Regular,0,1361.43,0,1
C01585,4/24/2022,39,Adult,Female,UK,VIP,0,4590.04,1,1
C01586,5/10/2021,60,Middle Age,Female,IN,Regular,1,1274.28,0,1
C01587,3/11/2023,37,Adult,Male,IN,Regular,0,995.56,0,1
C01588,4/2/2021,34,Adult,Male,JP,Budget Shopper,0,574.4,0,1
C01589,4/1/2023,45,Middle Age,Female,US,Budget Shopper,0,653.34,0,1
C01590,8/8/2023,43,Adult,Female,US,Budget Shopper,0,694.23,1,1
C01591,1/20/2021,28,Young Adult,Female,JP,Budget Shopper,1,574.34,0,1
C01592,7/16/2022,62,Senior Citizen,Female,CA,VIP,0,5492.39,1,0
C01593,6/3/2021,34,Adult,Female,UK,Regular,0,1481.63,1,1
C01594,12/4/2020,37,Adult,Male,UK,Premium,0,1881.26,0,0
C01595,6/18/2022,41,Adult,Male,US,Premium,0,3267.5,1,0
C01596,3/30/2022,39,Adult,Male,US,Budget Shopper,0,516.34,0,0
C01597,5/31/2024,53,Middle Age,Male,US,Budget Shopper,1,517.25,0,1
C01598,5/6/2023,27,Young Adult,Female,CA,Premium,1,2129.45,1,1
C01599,6/13/2024,44,Adult,Female,UK,Budget Shopper,0,353.35,1,1
C01600,5/13/2020,36,Adult,Male,CA,VIP,0,6839.47,1,0
C01601,8/13/2021,46,Middle Age,Female,US,Budget Shopper,0,550.5,1,1
C01602,8/21/2020,32,Adult,Male,US,Premium,0,2178.49,0,0
C01603,1/16/2022,30,Adult,Female,UK,Premium,0,2610,1,0
C01604,7/3/2022,43,Adult,Non-binary,US,Budget Shopper,0,457.92,1,0
C01605,8/10/2023,39,Adult,Male,BR,Budget Shopper,0,286.9,1,0
C01606,11/11/2023,25,Young Adult,Female,UK,Occasional Visitor,0,764.38,1,0
C01607,9/12/2021,51,Middle Age,Male,US,Budget Shopper,0,324.13,1,0
C01608,4/9/2023,43,Adult,Male,CA,Regular,0,1165.41,1,0
C01609,2/27/2023,34,Adult,Female,DE,Regular,0,1536.12,1,0
C01610,6/1/2023,29,Young Adult,Female,US,Budget Shopper,0,419.83,1,0
C01611,2/2/2021,39,Adult,Female,FR,Premium,1,2874.56,1,1
C01612,11/2/2021,42,Adult,Female,US,Premium,1,2016.05,1,0
C01613,3/30/2024,18,Teenager,Female,US,Regular,0,1094.38,1,1
C01614,2/18/2022,39,Adult,Female,US,Premium,0,1873.22,1,1
C01615,4/4/2024,42,Adult,Male,CA,Budget Shopper,0,577.42,1,1
C01616,7/8/2022,18,Teenager,Male,DE,Budget Shopper,0,668.31,1,1
C01617,2/27/2021,37,Adult,Female,AU,Regular,0,1152.92,0,1
C01618,8/14/2024,43,Adult,Female,CA,Occasional Visitor,0,907.11,0,1
C01619,8/11/2022,41,Adult,Male,US,Budget Shopper,0,566.71,1,0
C01620,2/23/2021,44,Adult,Male,DE,Budget Shopper,0,468.93,1,0
C01621,6/27/2021,31,Adult,Male,UK,Regular,0,1459.53,0,1
C01622,2/3/2021,22,Young Adult,Male,CA,Premium,0,2089.39,0,1
C01623,9/1/2021,18,Teenager,Female,UK,Budget Shopper,0,303.45,1,1
C01624,5/24/2023,48,Middle Age,Female,UK,Regular,0,846.62,1,0
C01625,2/18/2022,43,Adult,Female,FR,Premium,0,2769.44,1,0
C01626,2/25/2022,49,Middle Age,Prefer not to say,CA,Regular,0,993.59,1,0
C01627,4/19/2021,26,Young Adult,Female,IN,Budget Shopper,0,511.6,1,1
C01628,4/11/2021,44,Adult,Male,FR,Budget Shopper,0,470.18,1,0
C01629,4/21/2024,18,Teenager,Female,UK,Regular,1,1149.74,1,1
C01630,3/17/2022,24,Young Adult,Female,US,Regular,0,1400.67,1,1
C01631,5/16/2020,36,Adult,Female,US,VIP,0,6906.92,1,0
C01632,6/27/2023,42,Adult,Female,US,Regular,1,833.43,1,0
C01633,6/4/2020,55,Middle Age,Female,US,Premium,0,2959.22,1,0
C01634,11/29/2024,32,Adult,Male,US,Occasional Visitor,0,839.34,1,1
C01635,7/14/2023,24,Young Adult,Male,DE,Regular,1,763.62,1,0
C01636,11/18/2021,23,Young Adult,Male,US,Regular,0,1235.92,1,0
C01637,9/16/2022,26,Young Adult,Male,US,VIP,0,7310.6,1,0
C01638,6/20/2022,61,Senior Citizen,Female,UK,Budget Shopper,1,407.74,0,0
C01639,3/21/2022,44,Adult,Male,AU,Premium,0,2262.77,1,0
C01640,6/10/2020,48,Middle Age,Male,US,Premium,0,1436.45,1,1
C01641,11/8/2021,32,Adult,Female,BR,Budget Shopper,0,485.4,1,0
C01642,9/14/2023,34,Adult,Female,IN,Regular,0,1144.05,1,1
C01643,10/25/2023,43,Adult,Female,BR,Budget Shopper,0,746.73,1,0
C01644,1/14/2021,28,Young Adult,Male,DE,Budget Shopper,1,383.21,1,1
C01645,10/1/2021,31,Adult,Male,AU,Regular,0,1365.08,0,0
C01646,2/15/2023,26,Young Adult,Female,US,Budget Shopper,0,537.58,0,1
C01647,5/10/2022,29,Young Adult,Female,DE,Premium,1,3740.45,1,0
C01648,6/20/2022,35,Adult,Male,US,VIP,0,5219.03,0,1
C01649,5/10/2021,25,Young Adult,Non-binary,US,Premium,0,2369.14,0,0
C01650,3/11/2021,38,Adult,Female,JP,Budget Shopper,0,605.83,1,1
C01651,9/5/2023,38,Adult,Female,CA,Budget Shopper,0,561.11,1,0
C01652,10/17/2023,32,Adult,Male,US,Budget Shopper,0,616.96,1,1
C01653,7/20/2022,25,Young Adult,Non-binary,US,Budget Shopper,0,570.16,1,1
C01654,10/8/2021,36,Adult,Female,UK,VIP,0,3155.67,1,1
C01655,10/27/2021,28,Young Adult,Male,IN,Regular,0,1243.59,1,0
C01656,8/1/2022,35,Adult,Male,BR,Budget Shopper,1,562.36,1,1
C01657,11/4/2020,48,Middle Age,Male,US,Premium,0,1956.2,1,1
C01658,6/21/2022,19,Teenager,Male,US,Regular,0,1179.63,0,1
C01659,6/21/2021,61,Senior Citizen,Male,US,Budget Shopper,1,270.52,0,1
C01660,2/14/2023,34,Adult,Male,DE,Budget Shopper,1,531.91,0,0
C01661,11/12/2021,39,Adult,Female,CA,Regular,0,1288.31,0,0
C01662,7/13/2022,25,Young Adult,Female,FR,Premium,0,2975.7,1,0
C01663,10/23/2022,48,Middle Age,Female,CA,Budget Shopper,0,587.59,1,1
C01664,2/17/2023,33,Adult,Female,US,VIP,0,3892.21,0,0
C01665,10/9/2020,30,Adult,Male,US,VIP,0,3168.27,0,0
C01666,11/6/2020,28,Young Adult,Male,US,Premium,0,2964.72,1,0
C01667,3/16/2023,31,Adult,Female,FR,Budget Shopper,1,550.61,1,0
C01668,5/17/2021,40,Adult,Female,CA,Budget Shopper,0,561.65,1,1
C01669,5/25/2022,37,Adult,Male,JP,VIP,0,7101.59,0,1
C01670,11/12/2023,34,Adult,Non-binary,US,Regular,0,658.01,1,0
C01671,5/12/2023,26,Young Adult,Female,JP,Regular,0,1595.84,1,0
C01672,9/21/2021,25,Young Adult,Female,US,Premium,0,2062.7,1,1
C01673,11/12/2022,29,Young Adult,Female,US,Budget Shopper,0,603.12,1,0
C01674,5/13/2021,40,Adult,Male,US,Premium,0,2392.1,1,1
C01675,8/18/2021,42,Adult,Non-binary,US,VIP,0,4567.92,1,1
C01676,11/30/2022,44,Adult,Non-binary,US,Premium,0,1494.65,1,1
C01677,1/18/2022,34,Adult,Female,US,Regular,0,915.09,1,1
C01678,9/22/2020,39,Adult,Female,CA,VIP,0,5583.77,1,0
C01679,5/28/2022,32,Adult,Non-binary,AU,Regular,1,1197.63,0,1
C01680,11/27/2021,18,Teenager,Female,FR,Premium,0,2971.21,1,0
C01681,6/29/2022,32,Adult,Male,IN,Premium,0,1985.03,1,1
C01682,12/7/2020,30,Adult,Female,FR,Premium,1,2848.07,1,1
C01683,10/4/2021,22,Young Adult,Female,MX,Budget Shopper,0,508.27,1,0
C01684,2/12/2021,28,Young Adult,Female,US,Budget Shopper,1,579.1,0,1
C01685,4/30/2021,36,Adult,Female,MX,Budget Shopper,1,564.15,0,1
C01686,3/7/2021,21,Young Adult,Female,UK,Regular,0,970.34,1,0
C01687,9/22/2021,26,Young Adult,Prefer not to say,UK,Regular,0,1169.35,1,1
C01688,6/6/2023,53,Middle Age,Female,CA,Regular,1,1226.75,1,1
C01689,9/15/2023,18,Teenager,Male,US,Regular,0,1316.28,1,1
C01690,5/26/2023,32,Adult,Female,US,Premium,0,3303.09,0,1
C01691,11/26/2021,21,Young Adult,Male,UK,VIP,0,4207.02,1,0
C01692,8/4/2022,25,Young Adult,Male,AU,Budget Shopper,0,354.2,1,0
